Nome;Idade;Peso (kg);Altura (m)
Lorena da Rocha;05/09/2013;70.32;1.72
Maria Freitas;21/09/1982;138.35;1.92
Maria Moreira;15/02/1935;95.53;1.52
Ana Clara Gonáalves;06/10/1986;70.25;1.57
Antìnio Ramos;15/04/1960;85.23;2.03
Yuri Gonáalves;23/09/1960;126.59;1.78
Arthur da Cruz;29/05/1912;58.73;1.91
Srta. Luana Caldeira;01/03/1989;142.09;1.45
Caio da Rosa;14/01/2003;74.04;1.4
Olivia Alves;16/10/1973;64.78;1.7
Ana Peixoto;14/03/1988;123.53;1.43
Ben°cio Dias;11/05/1997;64.8;1.64
Cauà Silveira;11/08/2019;109.62;1.73
Nat†lia Sales;06/03/1901;125.92;1.81
Dra. Nicole Nascimento;24/08/1968;119.64;2.05
Jo∆o Guilherme Barbosa;07/05/2019;102.23;1.68
Ben°cio Ramos;09/01/1989;148.16;1.75
Yago Lopes;04/10/1923;94.5;1.67
Enrico Duarte;23/07/1935;55.57;1.54
Luana Sales;30/10/1915;121.8;1.53
Srta. Stephany Ara£jo;15/06/1966;78.91;1.68
Dra. Larissa Duarte;06/06/1950;120.04;1.97
Maria Sophia Cavalcanti;04/04/1959;148.28;1.78
Bruna da Cunha;22/08/1949;136.02;1.96
Maria Julia Souza;31/07/2000;40.34;2.02
Luiz Henrique Castro;16/02/1937;59.13;1.97
Ana J£lia Mendes;12/08/1907;46.47;1.52
Ana Carolina Cardoso;06/03/1915;42.39;1.74
Murilo da Costa;03/02/1971;70.38;1.61
Levi Alves;26/09/1905;94.6;1.98
Mariana Teixeira;22/05/2000;44.66;2.05
Pietra Viana;22/04/1957;82.58;2.06
Jo∆o Guilherme Porto;12/08/2024;108.8;1.99
Yuri Fernandes;19/10/2017;148.39;1.96
Guilherme Santos;24/03/1982;76.06;1.66
Ana L°via Monteiro;15/04/1926;148.54;1.82
Jo∆o Barbosa;05/11/1939;146.68;1.93
Lara Oliveira;16/09/2005;68.06;1.59
Jo∆o Guilherme Rocha;13/03/1966;40.06;1.52
Pedro Pinto;03/10/2000;124.3;1.97
Alexandre da Mota;21/09/1905;75.98;2.02
Dra. Ana Luiza Nogueira;12/05/2008;123.74;1.41
Gustavo Henrique Martins;08/03/1935;139.2;1.57
Davi Lucas Castro;11/05/1972;86.57;1.67
Jo∆o Guilherme Freitas;04/03/1990;72.73;1.88
Pietra da Rocha;13/08/1975;109.84;1.6
Dra. Joana Melo;05/12/2017;70.23;1.97
Rodrigo da Rosa;02/03/1921;122.97;1.75
Maria Julia Campos;11/06/1986;134.84;1.62
Yago Jesus;03/02/2016;63.89;1.88
Leandro Moreira;05/06/1938;44.63;1.42
Gabriela Moura;29/07/1935;144.22;1.44
Helo°sa Farias;04/01/1923;113.42;1.43
Valentina Cardoso;11/08/1995;68.35;1.51
Nat†lia Lopes;08/06/2007;81.73;1.88
Lucas Porto;27/03/1987;84.3;1.73
Clarice Pereira;12/03/2007;131.54;1.64
Theo Farias;23/02/1930;98.46;1.58
Gabrielly Ramos;12/12/1941;120.28;1.83
Leandro Almeida;26/07/1946;102.25;1.48
Dra. Luna da Rocha;01/08/1930;106.42;1.54
Maria Julia Martins;19/09/1945;48.65;1.83
Marcos Vinicius Teixeira;15/12/1990;86.04;1.61
Pedro Miguel Rezende;23/02/1995;80.81;1.75
Milena Freitas;13/08/1930;42.14;1.71
Noah Ferreira;06/04/1961;147.12;1.51
Isabelly Barbosa;13/03/1953;42.51;1.46
Maria Luiza Ara£jo;22/04/1950;71.19;1.97
Rafaela Ramos;05/11/1916;134.54;1.56
Let°cia Nunes;03/06/1906;115.98;1.85
Fernanda da Mota;16/07/1936;47.93;1.44
Matheus Nogueira;30/05/1979;59.81;1.91
Lorenzo Oliveira;06/06/2009;68.44;1.41
Isadora Alves;28/01/1909;55.08;1.79
Milena da Cruz;07/10/1919;82.53;2.01
Sra. Isabella Ramos;10/09/1921;70.18;1.48
Benjamin da Costa;23/05/1987;140.65;1.92
Raquel Ramos;12/05/1943;130.08;1.75
Lucca Farias;13/12/1904;139.92;1.48
Sophie Cunha;16/09/1976;61.66;1.57
Sra. Sophie da Cunha;13/11/1959;148.05;2.06
AndrÇ Cardoso;27/02/1907;80.96;2.04
Marcos Vinicius Monteiro;08/04/1953;81.02;1.82
Cec°lia das Neves;22/11/2000;117.95;1.74
Daniel Farias;01/07/1924;94.28;1.52
L°via da Luz;01/01/1937;129.25;1.71
Antìnio Silveira;02/02/1987;95.21;1.75
Diogo da Paz;12/02/2021;90.2;1.47
Henrique da Cunha;25/10/1981;132.05;1.91
Amanda Farias;21/04/1912;130.94;1.71
Vicente da Conceiá∆o;08/04/2018;101.93;1.95
Maria Clara Silveira;28/04/1927;43.65;1.43
Maria Clara Silva;04/10/1910;111.19;1.8
Pietra Moreira;21/10/1961;81.42;1.79
Kamilly Mendes;12/11/2009;127.74;1.57
Davi Oliveira;09/11/1995;139.6;1.84
J£lia Cardoso;30/09/2023;82.15;1.76
Lucas Costela;15/05/1923;79.35;1.98
Camila Correia;25/12/1915;114.83;1.54
Augusto Santos;14/11/1997;134.32;1.44
Maità Ramos;05/05/1948;89.29;2.07
Vitor Hugo Gonáalves;25/06/2024;43.83;2.09
AndrÇ Lima;08/05/2001;83.29;1.74
Carlos Eduardo Arag∆o;03/06/1994;68.83;2.06
Jo∆o Campos;12/09/2000;139.63;1.73
Diogo Arag∆o;01/10/2024;144.3;1.91
Caio Monteiro;08/07/1910;121.34;1.89
Ana Luiza Porto;10/12/1901;138.31;1.9
Enrico Caldeira;10/08/1936;126.04;1.46
Lorena Lopes;11/04/1925;145.88;1.48
Jo∆o Guilherme Moraes;29/10/1987;52.52;1.93
Daniel Correia;07/08/1946;98.81;1.87
Sra. Camila Costa;04/03/2014;105.37;2.05
Isis Lima;05/02/1976;110.28;2
Daniel da Rosa;25/02/1978;116.33;1.54
Kevin Rodrigues;19/05/1974;68.04;1.75
Maysa da Mota;09/11/1911;135.59;1.88
Melissa Caldeira;03/07/1940;67.33;1.43
Pedro Henrique Pinto;28/09/1917;84.78;2
Luiz Ot†vio Ferreira;06/09/1907;132.64;1.73
Ana das Neves;17/01/1964;82.32;2.03
Maria Luiza Barros;16/04/2008;90.47;1.76
Luana Ferreira;11/07/1966;133.48;1.72
Dra. Alexia Silva;30/06/2000;42.84;1.58
Nat†lia Barros;15/12/1927;82.07;1.68
Dra. Nina Monteiro;10/01/2013;130.13;1.46
Anthony Porto;13/04/1934;40.68;1.59
Vinicius Sales;15/03/1991;135.28;1.69
Arthur da Rosa;04/12/1928;134.2;1.9
Maria da Luz;07/06/1958;83.72;1.7
Maria Alice Martins;11/07/1996;102.14;1.55
Esther Teixeira;23/01/1945;74.45;1.52
Paulo Arag∆o;23/06/1923;129.48;1.65
Renan Nunes;29/04/1962;118;1.64
Luiz Henrique Ferreira;24/08/2016;62.25;1.86
Laura Ribeiro;04/12/1997;100.43;1.51
Heitor Dias;20/12/1935;146.52;1.81
Pedro da Cunha;05/03/1980;103.96;1.49
Emanuella Vieira;27/08/1904;41.24;2.09
Sra. Ana Carolina da Conceiá∆o;29/05/1919;117.51;1.45
Helena Cavalcanti;04/03/1973;126.45;1.44
Carlos Eduardo Silva;04/10/1982;116.88;1.83
Melissa Nogueira;25/07/1966;101.21;2.05
Kamilly Viana;07/04/1903;138.99;1.74
Pedro Lucas da Cruz;17/12/1928;41.12;2.07
Srta. Ana Laura Oliveira;13/01/2020;126.64;1.49
Pietro Pires;12/11/1926;120.41;1.83
Nina Ribeiro;02/04/1944;126.9;2.01
Amanda Lima;15/02/1911;121.92;1.86
Luiz Ot†vio Gonáalves;22/06/1946;130.51;2.04
Arthur Rodrigues;13/11/1920;86.68;1.78
Fernando Costela;13/11/2022;106.17;1.92
Srta. Bruna Teixeira;11/05/2017;139.9;1.67
Daniela da Mata;10/09/1968;56.89;1.73
Noah Gomes;16/12/1906;68.43;2.06
Jo∆o Vitor Martins;27/06/1922;96.4;2
Bianca Gonáalves;12/02/1994;76.67;1.76
Pietro da Rosa;05/10/1963;143.77;1.85
Sra. Ana L°via Porto;11/03/1908;136.02;2.06
Rafaela Ramos;17/04/2009;46.37;1.93
Murilo Rodrigues;09/10/2017;66.46;1.84
J£lia Fernandes;11/03/1908;145.08;2.01
Luiz Miguel Nunes;04/05/1927;83.59;1.7
Enrico Dias;22/07/1907;71.25;1.61
Cec°lia Alves;22/04/1986;78.07;2.07
Srta. Mariane Cardoso;14/01/1998;110.51;1.42
Davi da Cunha;16/07/1987;84.35;1.46
Jo∆o Gabriel Freitas;19/07/1925;96.57;1.4
Vinicius Vieira;20/02/1935;64.65;2.1
Maria Clara da Costa;25/01/1946;53.91;2.02
Pedro Henrique Mendes;06/07/1977;115.65;1.91
Luiza Lopes;09/06/1967;116.48;1.88
Jo∆o Vitor Lima;13/01/2021;131.51;1.89
Davi Lucca Cavalcanti;28/03/1978;101.2;1.79
Enrico Castro;29/10/1986;44.11;1.4
Marcela da Costa;20/01/1930;94.18;1.87
Emanuelly das Neves;11/05/1977;72.28;1.97
L°via da Rosa;12/05/2012;73.68;1.78
Jo∆o Gabriel Rezende;24/09/1924;77.28;1.97
Lucas da Cunha;04/01/1932;107.66;1.46
Rodrigo Silva;01/08/1971;40.87;1.98
Maità Castro;27/03/1929;49.61;2
Isaac Jesus;19/08/1982;77.3;1.97
Isaac Souza;01/08/1921;44.92;1.66
Brenda Lima;31/05/1985;43.67;1.86
Luiz Felipe Arag∆o;06/03/1913;85.74;1.5
Eduarda Silva;19/11/2013;106.99;2.1
Srta. Eloah da Costa;29/12/1921;82.87;1.58
Antìnio Almeida;11/07/2020;83.46;1.92
Felipe Fogaáa;25/05/1992;105.81;1.75
Yuri Silva;30/05/1929;69.45;2.04
Srta. Julia Freitas;30/12/1936;94.34;1.48
Srta. Agatha Sales;22/09/1900;115.66;1.78
Emanuel Sales;16/11/2005;58.61;1.87
Enzo Gabriel Moreira;22/02/2014;45.92;1.62
Luiza Gonáalves;26/10/1910;63.37;1.47
Enzo Ara£jo;01/04/1973;116.35;1.42
Benjamin Castro;20/02/1914;72.73;1.87
J£lia da Mota;15/04/1996;70.27;1.42
Srta. Lara Peixoto;02/04/1999;69.92;1.95
Murilo Barbosa;17/01/2006;109.45;1.45
Dra. Sarah Sales;29/01/1904;93.25;1.87
Ana Carolina Novaes;22/11/1969;44.13;1.89
Olivia Vieira;21/07/1969;52.14;1.74
Isis Dias;08/01/1947;80.82;1.44
Ana J£lia Lima;28/06/1950;107.59;1.52
Gabriela Barbosa;07/03/1918;104.95;1.66
Theo Cunha;01/09/1924;71.45;1.88
Daniel Costa;01/08/1902;119.75;1.77
Gustavo Henrique Sales;16/11/2002;104.76;2.07
Sabrina Sales;02/07/1914;94.37;1.99
J£lia Caldeira;02/12/2003;136.81;1.43
Sophie Nogueira;14/04/1942;47.77;1.74
Dra. Yasmin Fernandes;13/10/1923;144.48;2
Theo Pinto;11/09/2018;133.87;1.81
Let°cia Martins;18/09/1943;48.85;1.74
Sarah Ribeiro;26/10/1904;110.92;1.79
Murilo da Cunha;07/03/1930;123.88;1.79
Clara Cunha;16/12/1997;125.45;1.7
Nina das Neves;04/06/1988;71.59;1.58
Giovanna Oliveira;29/11/1971;51.11;1.85
Theo Campos;28/04/1974;57.2;2.09
Vicente Ferreira;27/11/1988;56.83;1.78
Luiz Henrique Castro;01/08/2020;60.87;1.97
Luiz Fernando Dias;13/11/1984;71.53;1.57
Lorenzo Freitas;17/04/1994;82.61;1.83
Cauà Lima;08/02/1911;99.56;1.74
Jo∆o Vitor Martins;31/03/1971;116.74;2.01
Heitor Monteiro;09/09/1937;146.65;1.53
Cau∆ Caldeira;27/03/1974;85.84;1.44
Sofia da Conceiá∆o;29/10/1912;97.74;1.78
Joana Freitas;06/02/2001;47.39;1.46
Maria Fernanda Caldeira;30/03/2019;148.92;1.96
Marcela da Paz;15/04/2016;99.24;1.71
Joana Rodrigues;01/11/1967;41.24;1.8
Alana da Cunha;12/07/1961;126.8;1.92
Yago Porto;06/04/1962;101.85;1.44
Isaac Ribeiro;28/01/2002;90.71;1.49
Gabriel Ribeiro;25/06/1933;118.35;1.75
Enrico Ribeiro;26/06/1957;59.7;2.06
Evelyn Jesus;06/07/1989;65.93;1.95
Sra. Emilly Cavalcanti;24/04/1964;83.09;2.03
Marcela Campos;24/05/1978;88.16;2.05
Sarah Campos;02/05/1904;51.5;2.04
Lorenzo Fernandes;11/11/1939;75.81;1.94
Sophie Castro;16/06/1929;146.94;1.68
Dra. Brenda da Cruz;21/11/1977;127.03;1.8
Danilo Melo;16/07/2010;60.66;1.5
Let°cia da Rocha;10/12/2020;100.42;1.79
Thales Peixoto;18/02/1970;88.24;1.97
Lorenzo da Mota;01/02/1918;138.91;1.5
Lucas Gabriel Martins;08/07/1937;120.52;2.03
Olivia Nunes;22/08/2015;140.07;1.49
Ana Carolina Jesus;10/06/1979;67.52;1.96
Yago Correia;02/04/1993;72.12;1.66
Samuel Lopes;24/03/1927;114.32;1.43
Maria Luiza Costa;06/07/1924;129.13;1.87
Vinicius das Neves;04/02/1925;90.8;1.79
Levi Gonáalves;08/02/1914;89.44;1.91
Leonardo Gomes;22/06/1934;47.46;2.1
Cauà da Cruz;07/04/1907;96.78;1.7
Kevin Cunha;17/08/1913;133.5;1.76
Heitor Melo;04/09/2006;132.73;1.96
Al°cia Melo;25/08/1986;133.37;2.06
Sra. Bruna Pires;05/10/1935;47.68;1.46
Luiza Gonáalves;26/01/2015;114.26;1.72
Mirella das Neves;18/09/1968;70.72;1.94
Gabrielly da Luz;24/11/1905;41.33;1.83
Beatriz Nunes;10/06/1934;87.77;1.65
Manuela da Cruz;19/07/1934;125.61;2.03
Lorenzo da Cunha;28/06/1952;126.69;1.89
Ana J£lia Nogueira;12/12/1973;45.04;1.59
Sophia Nascimento;18/07/1956;147.48;1.69
Davi da Rocha;09/12/1991;135.95;1.44
Pedro Almeida;26/02/1914;75;1.55
Heitor Duarte;07/02/1903;61.25;1.73
Pedro Miguel Souza;12/07/1924;137.09;1.75
Lucas Gabriel Silveira;03/07/1971;101.22;1.4
Pedro Lucas Dias;07/04/2005;71.48;2.04
Guilherme Alves;24/12/1958;145.27;1.68
Raul Farias;30/09/1984;113.98;1.76
Isis Nogueira;20/12/2003;58.89;1.44
Dra. Al°cia Souza;31/03/1925;70.43;1.78
Rafael da Mota;29/03/1959;127.8;1.42
Lucas Gabriel Cardoso;04/04/1989;79.64;1.78
Melissa Costa;13/08/1928;69.45;1.74
Clarice da Rocha;30/04/2003;84.57;1.74
Jo∆o Miguel Mendes;17/12/1926;87.14;1.65
Davi Luiz Silva;25/09/1982;108.32;1.43
Jo∆o Miguel Barros;25/01/1922;49.82;1.97
Luiz Gustavo Castro;31/08/1903;68.95;1.72
Ana Vit¢ria Sales;12/08/1985;45.19;1.44
Thomas Duarte;21/10/1994;97.69;1.86
Maria Vit¢ria Cardoso;10/05/1986;126.39;1.86
Joaquim Gomes;31/12/1973;75.9;1.57
Juliana Cardoso;23/11/2023;58.8;2
Bryan Duarte;26/01/1948;74.57;1.91
Diogo Cardoso;13/05/1960;69.44;1.74
Nicolas Gonáalves;09/11/1929;103.04;1.99
Dra. J£lia Sales;18/08/1945;64.82;1.69
Mariane da Rosa;04/11/1930;144.55;1.74
Enrico da Mota;24/12/1941;57.45;1.62
Lorena Costela;11/03/1939;117.5;2
Dra. Maria Julia Rezende;17/04/1932;88.52;1.86
Srta. Luna Pereira;03/05/1999;123.98;1.52
Marcela da Mota;13/04/1958;114.86;1.77
Mirella Alves;18/06/2004;58.62;1.72
Stella da Paz;13/06/2017;81.78;1.99
Carlos Eduardo Viana;15/11/1933;100.28;1.66
Luana Pinto;19/06/2018;107.65;1.7
Dra. B†rbara Rezende;01/07/1909;81.06;1.94
Cauà Moreira;12/09/1920;74.74;1.53
Pietro Sales;23/12/1946;50.36;1.59
Levi Gomes;04/07/2022;144.11;1.89
Jo∆o Lucas Almeida;09/10/1995;128.3;2.01
Ana L°via Fernandes;22/11/1984;63.27;1.47
L°via Ferreira;07/06/1985;53.75;1.65
Maria Eduarda Monteiro;18/11/2011;144.71;1.63
Rebeca Correia;13/10/1932;45.1;2.08
Vit¢ria Fogaáa;03/08/1951;129.93;1.47
Felipe Rocha;21/06/1954;75.86;1.63
Dra. Ana J£lia Melo;28/02/1942;92.94;1.78
Lorena Dias;01/05/1952;71.23;1.88
Fernando Silveira;12/02/1915;125.74;1.5
B†rbara da Mota;12/07/1922;115.64;1.42
Dra. Emanuelly da Paz;27/12/2013;146.39;1.89
Ben°cio Peixoto;17/05/2004;69.71;1.42
Maria Sophia Gomes;12/07/1972;131.71;1.68
Maria Luiza Pires;07/06/1927;42.17;1.94
Emanuelly Cunha;07/12/1928;91.53;1.65
Srta. Rafaela Moura;01/06/1963;58.31;1.44
Vinicius Mendes;01/08/2023;127.08;1.95
Dra. Camila Azevedo;18/09/1945;55.85;1.46
Pietro Ara£jo;22/03/1951;49.37;1.49
Sarah Nunes;14/11/1997;51.78;1.73
Vinicius Gomes;18/10/1999;131.97;1.94
Isabelly da Mata;08/10/2024;118.74;1.52
Olivia da Cunha;19/02/1946;80.95;1.75
Arthur Ferreira;15/02/1924;80.44;1.96
Igor Moura;24/08/2015;116.85;1.52
Noah Freitas;22/05/1912;53.31;1.62
Luana Vieira;03/05/1966;52.02;2.03
Alexia Nunes;09/06/1902;81.79;1.73
Julia Cardoso;31/01/1934;45.32;1.47
Maria Julia Castro;12/03/1960;59.75;2.05
Ryan da Cunha;29/04/2019;74.39;1.57
Jo∆o Caldeira;27/06/1980;67.29;1.49
Pedro Lucas Teixeira;20/03/1938;60.4;1.75
Cau∆ Nascimento;24/08/1980;92.51;1.4
Emanuel Costela;22/12/1954;56.45;1.5
Noah Cavalcanti;05/11/1960;75.49;1.69
Antìnio Rocha;20/12/1936;57.97;2.04
Dra. Larissa Almeida;08/02/1919;45.54;2.08
Rafaela Viana;24/10/1948;139.47;2.01
Augusto Santos;21/07/1941;113.24;1.7
Camila da Mota;05/06/1929;138.04;1.61
Sra. Cec°lia Costa;01/04/1920;40.75;1.82
Benjamin Novaes;28/09/2008;142.23;1.72
Alice das Neves;17/02/1989;62.11;2.06
Jo∆o Felipe Moura;31/10/2018;136.58;1.91
La°s Lima;25/09/1956;42.48;1.85
Srta. Ana Sophia Teixeira;02/05/1952;126.86;1.94
Davi Luiz Castro;03/03/1961;82.38;1.77
Jo∆o Guilherme Monteiro;19/04/1954;109.04;1.47
Jo∆o Felipe da Luz;12/05/1924;116.18;1.97
Yuri da Conceiá∆o;25/06/1911;54.21;1.62
Esther Silveira;11/09/1906;94.38;1.75
Agatha Nogueira;15/07/1932;69.51;1.69
Srta. Sophia Azevedo;27/01/1961;131.18;1.91
Breno Santos;17/10/1909;133.33;1.54
Luiza Souza;08/12/1933;42.07;1.99
Ana Julia Porto;10/06/1919;101.81;1.42
Sra. Lara da Cruz;27/03/1999;144.64;1.81
Dra. Mirella da Rocha;17/12/1958;112.07;2
Stella Martins;02/07/1947;125.15;1.45
Srta. Maità Duarte;02/06/1965;69.45;1.43
Erick Peixoto;07/09/1992;90.11;1.97
Ana Clara Moura;02/11/1903;146.97;1.67
Alexandre Ramos;10/07/2019;100.99;1.97
Isis Alves;19/07/1951;51.81;2.03
Samuel Barros;09/09/1996;74.62;1.62
Kevin Teixeira;19/12/1967;102.68;1.74
Jo∆o Lucas Costela;22/01/1928;41.22;1.45
Luiz Felipe Barbosa;02/09/2008;99.44;1.76
Enrico Costa;05/05/2019;148.61;1.64
Sra. Ana Mendes;31/03/1906;64.35;2.09
Mariane Ferreira;12/12/2014;50.58;1.99
Ben°cio Caldeira;20/06/1924;68.79;1.9
Camila Pires;11/12/2023;47.93;1.57
Bianca Ribeiro;09/05/1915;139.69;1.43
Ian da Paz;28/02/1976;91.53;1.99
Rafaela da Paz;07/02/1931;138.31;1.82
Luiz Miguel da Rocha;20/04/2011;49.26;1.75
Gustavo Cardoso;03/06/1904;106.36;2.03
Raul Rodrigues;23/07/1903;85.18;2.06
Pedro Lucas Duarte;21/11/1978;138.43;1.64
Sra. Isabella Pires;11/08/1961;52.9;1.99
Francisco Castro;22/03/1937;79.43;1.85
Caio Cavalcanti;31/12/2019;85.47;1.86
Jo∆o Pedro da Cruz;26/10/1909;141.13;1.71
Henrique Farias;22/07/1946;90.25;1.75
Daniela Viana;19/05/1911;60.99;2.06
Miguel Moura;22/06/1939;89.53;1.42
Sra. Ana Costela;27/02/1994;53.99;1.83
Nicolas Mendes;12/06/2006;44.9;1.45
Julia Nunes;05/10/1983;102;1.42
Jo∆o Miguel Sales;05/08/1972;103.69;1.49
Jo∆o Guilherme Melo;25/08/1924;128.17;1.47
Pedro Nascimento;17/03/1915;64.96;1.9
Davi Gomes;20/11/1910;97.14;2.07
Augusto Melo;17/05/1956;62.75;1.51
Davi Rodrigues;30/07/2010;101.83;2.1
Raul Ara£jo;07/08/1919;48.86;1.77
Enrico Martins;12/04/1966;65.01;1.93
Srta. Helo°sa Cunha;11/03/1954;80.74;1.6
Vitor Gabriel Jesus;11/05/1961;94.97;1.55
Leandro Pinto;25/11/1912;110.79;1.48
Alexandre Pereira;06/04/1927;126.71;1.74
Ana Julia Ara£jo;04/10/1959;54.88;2.06
Noah Campos;02/09/2016;81.16;1.66
Matheus Costela;21/07/2024;48.84;1.47
Srta. Lav°nia Campos;06/03/1962;127.36;2.03
Luiz Felipe Teixeira;17/09/1945;75.7;1.92
Bernardo Ribeiro;17/12/1921;127.86;1.65
Nathan Lopes;03/06/1920;56.14;1.96
Diogo Castro;14/09/1912;46.83;1.82
Srta. Alana Campos;11/02/1962;97.25;1.9
Bruno da Luz;23/09/1936;75.31;1.8
Antìnio da Rocha;11/01/2018;72.44;1.66
Raul Barros;15/09/1931;131.11;1.74
Isis Oliveira;29/01/1953;84.31;1.55
Caroline Vieira;03/04/1978;108.11;1.79
Emanuelly das Neves;26/07/1919;57.11;1.59
Fernanda Duarte;03/07/1967;105.38;2.07
Ana Carolina Ferreira;05/10/1910;103.03;1.42
Diogo da Mata;02/04/1906;50.59;1.84
Kaique Silveira;29/03/1969;76.64;2.05
Jo∆o Miguel Peixoto;24/05/1924;138.78;1.81
Dra. Maria Sophia Costela;30/08/1992;128.85;1.68
Sra. Helo°sa Barros;02/05/1944;105.31;1.71
Lara Martins;14/10/1969;100.46;2.06
Cauà da Costa;09/03/1923;52.23;2.05
Davi Rocha;05/01/1903;63.14;1.54
Maità Arag∆o;02/02/1973;142.02;1.95
Bryan Almeida;29/03/1951;65.45;1.88
Al°cia da Rocha;19/08/2021;133.22;1.97
Leonardo Campos;24/12/1961;98.87;1.81
Benjamin Rezende;09/02/1956;142.49;1.61
Dra. Bruna Cunha;03/03/1971;59.26;1.46
Emilly Correia;07/03/2016;111.75;1.59
Jo∆o Vitor Fogaáa;12/03/1957;145.54;1.48
Let°cia Carvalho;31/12/1901;66.43;1.61
Lucas Gabriel Costa;13/10/1924;66.95;1.57
Maria Fernanda Almeida;24/03/1975;110.52;1.47
Isabella Duarte;04/01/1980;140.36;1.67
Anthony Rezende;07/05/1988;97.65;1.52
Helo°sa Nogueira;22/04/1939;128.88;1.66
Manuela Rezende;01/10/1995;129.59;1.83
Maria Clara Peixoto;08/07/1978;146.56;2.07
Erick Rodrigues;07/11/1991;68.81;1.84
Maria Fernanda Gomes;16/07/1905;120.44;1.7
Anthony da Paz;03/05/1937;68.3;1.46
Nicolas Costa;23/09/1982;123.23;1.42
Maria Pires;13/12/1904;62.17;1.79
Cau∆ Ribeiro;22/03/1950;112.93;1.99
Gustavo Sales;24/10/1900;82.01;1.58
Raul Castro;27/06/2010;99.56;1.45
Bruno Oliveira;06/02/2014;43.91;1.4
Murilo da Paz;28/09/1930;148.18;1.74
Leonardo das Neves;19/08/2015;129.21;1.55
Felipe Monteiro;15/05/2003;71.97;1.71
Nicolas Rocha;08/01/1958;51.39;1.58
Helo°sa da Costa;04/02/1915;91.66;1.42
Jo∆o Vitor Lopes;20/03/1956;99.89;1.41
Bruno da Mota;13/01/1953;52.78;1.84
Caio Melo;15/05/1986;92.59;1.47
Marina Rodrigues;21/11/1908;84.1;2
Luiz Miguel Pinto;23/08/1973;125.5;1.82
Bianca Moraes;25/04/1968;130.53;1.66
Kevin das Neves;31/10/1946;62.65;1.48
Dra. Gabriela Martins;19/02/1968;56.75;1.66
Isabelly Ribeiro;29/12/1954;146.54;1.48
Benjamin Lima;02/03/1913;75.4;1.46
Carlos Eduardo Freitas;14/06/1989;140.82;2.03
Vicente Ribeiro;29/09/1966;143.94;1.45
Cec°lia Caldeira;10/11/1958;81.48;1.75
Ana Luiza Peixoto;27/09/1914;137.26;1.8
Catarina Ferreira;06/05/2010;84.02;1.51
Davi Peixoto;16/05/1908;123.92;1.5
Bryan Pires;15/05/1995;42.5;1.84
Erick Dias;03/08/1980;100.05;1.54
Jo∆o Felipe da Rosa;14/09/1912;83.15;1.41
Evelyn Ara£jo;12/03/1940;131.47;1.93
Sofia Melo;02/03/1966;64.13;1.92
Ana J£lia Dias;06/04/1948;113.3;1.49
Fernando Rocha;07/12/1986;54.71;1.98
Isaac da Rocha;05/06/1934;78.59;1.72
Lav°nia Dias;30/09/2004;74.8;1.57
Isadora da Paz;11/06/1903;110.73;1.96
Sophia Cavalcanti;27/11/1910;46.35;1.9
Noah Nunes;27/06/1952;132.23;1.91
Yasmin Cunha;30/11/1901;106.45;1.42
Luiz Miguel Santos;08/07/2001;56.48;1.83
Kaique Gomes;04/12/2002;74.05;1.99
Isaac Dias;21/11/1983;133.74;1.9
Jo∆o Freitas;31/01/1905;70.87;1.76
Jo∆o Felipe Costa;26/03/1997;56.41;2.07
Juliana Pereira;09/08/1953;107.83;1.86
Maria Fernanda Correia;12/09/2016;47.92;2.03
Jo∆o Lucas Barbosa;04/05/1979;111.88;1.58
Erick Freitas;11/01/1993;99.52;1.96
Mariane Costa;28/09/1909;142.5;1.66
Fernando da Paz;23/05/1920;66.56;1.74
Davi Lucas Pinto;15/01/1918;149.66;1.96
Nathan Rodrigues;02/03/1915;81.17;1.98
Manuela Rodrigues;16/05/1976;124.31;1.81
Emanuella da Costa;20/01/1975;132.95;1.81
Lorena da Rocha;28/01/1997;43.38;2.01
Enrico Costela;10/08/1960;68.03;1.95
Luna Souza;08/08/1996;47.61;1.73
Maria Vit¢ria Dias;28/04/1911;87.03;1.8
Sra. Nicole Almeida;18/07/1924;112.87;2.06
Elisa Porto;14/12/1948;74.23;2.02
Sra. Sabrina Castro;17/05/2008;97.92;1.6
Sra. Sofia Viana;21/04/1969;57.37;1.59
Vitor Hugo Duarte;14/07/1984;44.54;1.88
Jo∆o Lucas Cavalcanti;17/01/1985;90.58;1.65
Rodrigo da Cunha;22/02/1976;71.46;1.67
Isadora Carvalho;02/02/1959;106.87;1.56
Srta. Clara Cavalcanti;15/12/1944;41.79;1.78
Vinicius Freitas;21/09/1976;125.3;1.65
Lucas Gomes;24/03/2008;116.85;2.02
Isabella das Neves;10/02/1990;137;1.81
Nat†lia da Paz;29/12/1972;131.27;1.84
Helo°sa Castro;04/08/1985;115.87;1.44
Bruno Mendes;20/01/1992;82.07;1.78
Dra. Nina Castro;23/01/1931;92.62;1.88
Srta. Bianca Cardoso;04/11/1941;145.81;1.7
Dra. La°s Gomes;07/01/1960;133.39;1.5
Ana Beatriz Fogaáa;13/02/1967;106.88;1.44
Luiz Ot†vio Viana;11/05/1957;89.76;1.45
Gabrielly Martins;11/02/1909;122.5;1.91
Thales Moreira;09/02/1964;119.22;1.7
Ana Luiza Ara£jo;29/12/1961;70.01;1.89
Manuela Ribeiro;26/06/1923;146.51;1.96
